response_id;client_id;client_code;score;nps_class;created_at;submitted_at;tipo_de_forms;typeform_response_id
e981cab5-fa33-43b0-b02d-4b6073b19979;0bd44938-8c4b-4592-bdf5-826937524379;QV02901;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-23T13:53:48+00:00;NPS;d109xzn0yz7t2596p0yd109xnvgzeb7k
2aab588c-cf05-4f25-b2ab-d4aa80edfbd4;447fe1e5-c3ad-43a8-a240-f855fdeb5f3d;QV02895;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-23T11:27:47+00:00;NPS;h775iml6oivt37kyinxwh775iml68tau
10cc597a-552f-43d4-ace3-752d8175f9b7;51f404fe-a33e-43e7-8303-3361247709c1;QV02033;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-23T10:13:56+00:00;NPS;lp5dcuv41aszorzh6mccmlp5dcuv4v01
37a52192-f700-4394-bdbb-107abc072d64;8be0109d-7674-4cac-951e-5ddcbd0c6a4e;QV02130;9;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-23T09:40:44+00:00;NPS;cyyf2yljp49as0wn72cyyf2u91ex4h95
7f644bab-c227-4a9a-9b0d-ca6d374465d4;91196563-f911-42fb-b06e-ac9536e83fd2;QV02829;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-23T00:45:49+00:00;NPS;ddm0o1a6szu3063sjaqwddm0o1a6ko5j
843157c2-aba1-42aa-9d53-d0ee8c5ed668;9e1b29a3-ccd2-40b2-b926-c7b13499f048;QV00515;8;neutro;2026-06-27T20:47:17.367061+00:00;2026-06-23T01:40:28+00:00;NPS;rjpw93ry9bqar4bva8bqdeurjpw93dki
e13e7b63-1efb-45be-8697-78a66cd1c96b;05d2165b-3e90-4881-b9d2-f0b64c07c436;QV00206;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-22T23:18:46+00:00;NPS;gkik24s9lu5gb6qo4ojxi03gkiki5rkk
afd1a3ab-cb69-4e9e-8856-049bdf4e87bf;0287eec6-60ee-4e0f-b71c-8e62179cf82e;QV02832;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-22T22:52:20+00:00;NPS;l7od1adook7wv1bwvl7od1ueprs9kidz
31e27dfa-945b-4834-8b5c-9fc862b02188;44a7b0e8-5abe-4407-8a1a-c61c19f4072b;QV00464;1;detrator;2026-06-27T20:47:17.367061+00:00;2026-06-22T22:05:55+00:00;NPS;656rck5d2lvxwpy656r8eudulumare57
8e9d2238-9b8b-43b0-a2fd-1a9c9ac275ac;670dc1e0-b487-4f16-8462-b6251d8a4417;QV02857;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-22T19:36:59+00:00;NPS;8efztpcynab5gbkdex248efztprhfbnv
90a7df40-6a33-4b64-9bb1-d14bb8b7e664;2c964b79-16d6-45d6-b79b-7b0b67bd45c6;QV02816;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-22T18:41:05+00:00;NPS;7wwgnnloerpisry9olb47wwgnnlaapes
6b5d5101-082d-44be-900c-15bb41459c76;719cdfed-5c76-4547-9458-0f36f05e8e9a;QV00202;9;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-22T17:53:05+00:00;NPS;fkprhrhcsc3fhasx66g1iffkprhrhc6t
2b8bce35-41bb-444e-bef6-00b8bc05f423;c627b36d-6d93-4fd0-9b1a-2ef18723dbf0;QV00971;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-22T16:55:58+00:00;NPS;szcennr3k422f5hm4ftzszcennrjdwfj
15724a20-4817-4583-8799-5aeefe8c352c;0df863fd-90c2-4403-93cd-3cc41dd89f08;QV00127;3;detrator;2026-06-27T20:47:17.367061+00:00;2026-06-22T16:41:33+00:00;NPS;ytv9q7craabhy4kt16cytv9q5yum9z01
966e143e-660d-4f3e-805b-0b44791f5fbd;042b6243-ec95-4d85-bac8-b8892be1e1ce;QV00375;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-22T16:22:39+00:00;NPS;zitfgzl1a9frh7lqzitfgn63ia78mdqi
309c4a2b-8804-4701-9891-a8ae96f8e385;4a95815e-4f62-49c4-803c-646644c0891f;QV00965;9;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-22T16:13:33+00:00;NPSAgradecemos muito pela sua colaboração!;08h23aj0i3cnfvwk08m9knjhq6lqebqq
48b41506-798c-4c39-87e6-2d73091081ae;2da6cbad-286b-4846-8837-c353345d224b;QV00096;8;neutro;2026-06-27T20:47:17.367061+00:00;2026-06-22T16:11:11+00:00;NPS;gi0fpvqblc3ibjs2ufgi0f4qizv0nssl
21fc50a0-ba39-4f7b-ac2b-8c05d81d681b;9cae6388-a687-4834-97fc-d1ee7e855f38;QV00331;8;neutro;2026-06-27T20:47:17.367061+00:00;2026-06-22T15:51:32+00:00;NPS;a16w9vba0qn4ctl5yagbla16w9vk3mzd
8d59da41-50a0-4135-9677-0a3609e736c0;61a4b22a-5f4c-4637-9792-4066a00763e4;QV00035;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-22T15:47:25+00:00;NPS;exj4qefw9ruz3oexj7j3lmwupgib0uix
a1913cb8-cbae-4abc-a74b-a3bda9195d61;f3a82ed9-13fa-477f-8b34-3a7224d6e39d;QV00207;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-22T15:40:33+00:00;NPS;cxsu9pp4ln2ithaesdq0lj57ecxsu9pp
9f772da3-c506-4971-8903-711c3455b240;0f9a6f3e-dedb-4f13-bb03-7fcdab528522;QV00091;9;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-22T15:41:25+00:00;NPS;157pef1iyywckf157pem0a9cjeph9424
3db4c7ea-7682-4051-a717-5979609ac8e1;e4ef5eac-3581-482e-bed3-a89e1486d5df;QV02818;9;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-22T15:06:33+00:00;NPS;y8gjf38sgytwlgq7z53y8gjf3oowhj89
1d4a0999-ca73-4ef4-85fa-f5cca28738f0;8df2a28f-7c30-425b-94b8-12b137361dd9;QV02809;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-22T14:35:48+00:00;NPS;ion90fk2fujjw3fuion9050zo2iqg8cy
c3ed3212-4c06-460f-bcc4-49239dbfd20b;11316935-c4a8-4169-a65e-f5d70b27674b;QV02973;9;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-22T17:17:00+00:00;NPS;94o7o73bcyr7g9394o7onervcamju38u
81ee3e0f-c3b1-49ef-9581-5f0f377d0967;e9c07a6d-f7ef-4733-8daf-23792e57ea63;QV02949;1;detrator;2026-06-27T20:47:17.367061+00:00;2026-06-22T13:40:46+00:00;NPS;mvesodflypjmbgdnmvesos1odu7mintn
97094761-9b7b-4cdc-9c58-e1ace20c3313;d7d5bf94-1ee4-4733-b625-6263cf13ef96;QV02915;9;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-22T12:54:10+00:00;NPS;l6g9vuuw3s78l6g9t68u4mup3aulytst
4455e430-77ee-4977-a1c6-f26602ceec1a;e86094b8-dba8-4219-9e99-fe1389642ad2;QV00797;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-22T12:47:25+00:00;NPS;l8ofitwp2dkwox2wl82nixu1y5pot74t
6a294bbb-9ac3-4f88-b228-b373e36d04a4;3bd0cfaa-a3b9-491b-8bc1-2e1eee2250a5;QV02855;0;detrator;2026-06-27T20:47:17.367061+00:00;2026-06-22T12:42:27+00:00;NPS;75m0hgd15cd4975m0h98porquufhmpix
8a26c088-558a-49b5-9300-83778773741e;63d2b712-0830-441d-b1dd-885743b0435f;QV01976;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-22T12:11:54+00:00;NPS;iot2tpvll4vl42dv0d9siot2t3ijukdm
0ef7e917-65d6-4860-9863-98e58c61d9dc;308936d0-946c-4c46-9331-ef81406f7b0a;QV02945;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-21T20:44:02+00:00;NPS;dbj60ndj2lhiajrjzdbj60mcsokbviau
a804794f-6609-4be3-b763-cc29cf50a4fa;5c3acabe-70f8-4bd6-a124-6b083be7abe2;QV02564;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-21T16:14:37+00:00;NPS;rfeyiigrwton9shjz33nnrfeyiigw43f
2c8cfb85-b255-4d1a-bfc1-c1dba70a0e61;e61530fe-83ed-4ecd-8a38-1635207941a4;QV00655;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-20T16:12:33+00:00;NPS;9f9tfhgryzr3ydyt7g9f9t0z5suednf3
38731a54-28ad-4393-84ff-eddf56e6430d;93697a4d-563f-480f-b7d8-dfb32cfec9a5;QV00055;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-20T16:02:57+00:00;NPS;08eczr2wg34kqdwuhaxe08eczop5dvtf
89d0ed2f-412d-495a-ac59-b937e2fb28e0;b835dc0e-f940-4d0d-9dc4-534be2554265;QV00767;9;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-20T11:49:14+00:00;NPS;jmej4h14toz0q1vztjmej4hbhyavh9kv
5ce8e1d2-5240-4be0-a482-cb1df7da272e;645b24c6-7a81-4ec5-80a2-0055c29a2bad;QV00614;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-19T18:26:16+00:00;NPS;gydk914gyvkwm0udhagydk91c2t7x6xx
62f590e1-c373-4882-a9d9-0e96119da476;54aae3a0-3ac9-40d6-920e-4daecd2dd259;QV02983;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-19T15:41:46+00:00;NPS;28ly6dg7lki0pcvage28l0rqlyxo1dwi
5226cced-a211-4c8b-aac2-496d6d6964c5;00df8ea6-d066-46b9-9015-da27406f8666;QV02952;7;neutro;2026-06-27T20:47:17.367061+00:00;2026-06-19T15:38:35+00:00;NPS;oz1by0bwef1a1gv5cmgnvoz1by0bw5cb
30c349cc-3109-4968-80b5-00f155fec06e;9997e796-7d06-4416-b88e-124798932ba3;QV02088;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-16T21:18:55+00:00;NPS;v235ocuulnram9406v235bs9vdk1qy2g
aa7e8e91-f62d-4d7c-ba3f-81638a114b67;ad1116ed-26e2-4c62-93f1-4d66865c9144;QV02836;7;neutro;2026-06-27T20:47:17.367061+00:00;2026-06-19T13:56:03+00:00;NPS;dw1iqmvj6srtaris8dw1ijm6vlj9hxp2
201672b5-2ac4-4104-bf84-e50c791f9716;15f15983-b8be-404a-9f79-d2bdaf152ad0;QV02750;6;detrator;2026-06-27T20:47:17.367061+00:00;2026-06-19T12:49:35+00:00;NPS;rvxgmhd7n55z6b8l1qkrxspvrvxgmhd2
68f48ca5-93e5-492b-8963-8e7adffd33de;84e23c84-be25-46c9-8454-8d83285a7fbd;QV00665;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-19T12:34:55+00:00;NPS;sp6wg7w238bvspcdkmc4pto7uz5btgcd
10d5de30-fdd7-443e-9cb6-8a828409714d;ca8d5108-8d5a-4e08-aed2-52a00f1f3c36;QV00540;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-19T12:03:59+00:00;NPS;w0cg37fij7n121j4vw0cg754m8ggntes
a77819f2-ae3f-4b9b-ba17-b14e23cefef1;29aba2d2-4dd0-4d98-ba27-4f488ff5177d;QV00210;8;neutro;2026-06-27T20:47:17.367061+00:00;2026-06-19T03:18:37+00:00;NPS;d177w07burf8kqdwv6d177w0w8sxomni
d5bdabc7-97e0-4dc5-8eb7-b0a2af2f99cc;bd42e0dd-a59e-4d56-b4f7-468fcc3dbdd2;QV00420;7;neutro;2026-06-27T20:47:17.367061+00:00;2026-06-19T00:46:13+00:00;NPS;2xg615rwzi2tz493t592xg6158z8ydro
0212c756-0a95-4b72-8cc0-2639a6b68396;3860cdfa-aa8b-4904-90ca-37e67d03dbd5;QV00031;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-18T23:46:09+00:00;NPS;ztowmmquralvbm5rlsqztowmmqm32zzm
d5d4e735-50a1-440a-ae83-67f3185c80d5;aebc696a-4d7a-48da-86b0-8b2167a25e0e;QV00002;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-18T22:19:04+00:00;NPS;io4zjqkpxujf245qb1zio4zf53g0j2ck
9165fe59-2934-49ca-ba1f-b0adfff2c157;71946fad-5b93-40f7-8dff-6f50d54c4700;QV00039;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-18T21:50:52+00:00;NPS;gg3hmpnkq5gxxaqfmgg3hmpxzvma2s8a
e4419c60-b376-44a1-94a9-bbbb82c4bfc5;434fb7ea-fd24-4aa1-97e0-2b8337d09632;QV02930;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-18T21:49:49+00:00;NPS;rbjecniucdzn8zisrbjec04dyvirkxct
146ee17a-8713-4aab-928b-f4cb83e9eb5f;6dcd82ce-97f3-4b25-9784-2104ad4ffc8e;QV00105;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-18T21:35:00+00:00;NPS;o4hbdfsxbrfis8ma9o4hbdl5vy96nfol
913acd4f-e56b-41ee-ba25-d912b88ce8a8;3e9d3fd2-a19a-4a1b-b199-c294197ad555;QV02186;8;neutro;2026-06-27T20:47:17.367061+00:00;2026-06-18T21:18:57+00:00;NPS;ztmlfrs6eosfgjc9sd1oztmlfrt6v7mn
41d6fa70-c871-4905-862d-6ba6c7ace13d;1acf6f92-5a39-4c15-8c6e-609185f22fb2;QV02839;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-18T21:21:05+00:00;NPS;9di9rf38sbfr9olbi99di9ru3n65x2vr
28efc9b7-1203-40bf-83d9-493e0a403033;7bc4296a-2e6a-4a86-a552-540813f1ce0b;QV02807;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-18T20:51:56+00:00;NPS;hzh4g8hjn9o2lsf74jp1hzh4g8waaafj
a36f0cb1-4711-49e6-8912-0f19e6d032d0;f3984645-e282-472d-bfaa-4560aae31d26;QV00159;9;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-18T20:02:52+00:00;NPS;bbp1mpdoqj4evt23rbwbbp1m6bwa5lor
71a7cbb5-8266-41c2-8611-111ad00b9f06;eb37b41e-2a75-4122-b5ac-7eade4455d55;QV02889;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-18T19:31:39+00:00;NPS;j26jr3txhh78a9qv2ctj26jr3bqbsebv
49d3f2d6-33d0-4fce-a7a4-5bb7a83b3544;f065410f-7445-4eae-9a72-cb192c2d0100;QV00683;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-18T18:14:49+00:00;NPS;w3j0ovpd2oqtbn1tq4xxw3j0ovi9b6y9
0c777b06-42d7-4861-9056-483160acf6dc;42178ab8-6cd2-4bc7-a79f-bef575c61ac6;QV00535;3;detrator;2026-06-27T20:47:17.367061+00:00;2026-06-18T15:50:17+00:00;NPS;la74hfbf7kii1ov71la7qyhbfqovfr3b
aa100118-be7d-4cf7-841d-16455192ac40;acde9d73-12ba-41a2-b9a1-cb85ccecde65;QV01854;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-18T15:59:43+00:00;NPS;k8qm0zaixhdkmouy0ck8qm0y7fi2htt9
43fe6d79-737a-4338-82be-b975b3e98a1e;40240fa4-1a2c-45dd-b81a-8975cf384b5f;QV01692;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-18T15:40:22+00:00;NPS;h2fp2euduw4u4w8h2fogwah738syv3y3
248640f4-0864-4c64-bf2c-ebca2eda860b;debd8b51-9dfc-41b7-8620-c68367c9fc8b;QV00277;9;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-18T14:43:38+00:00;NPS;bbyskawb8yixat8dh1vjbbyskaw7ah84
791d5e04-4b31-480d-9512-c20e339daf1f;39d39ce5-8148-47ec-b82d-21e40b27c1e4;QV00448;7;neutro;2026-06-27T20:47:17.367061+00:00;2026-06-18T14:08:05+00:00;NPS;t7ob02uuczncd7c8bt729gb4phuoi02s
ad007bd6-7769-4886-89da-2feb1b5f35c6;918028dc-6c28-43a7-a533-4c7562ac50e0;QV00585;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-18T13:32:26+00:00;NPS;7oh12xcahv5670ds7ohhur7mt39jurc0
41ec9c3e-f953-499d-8ebf-7f6b27747141;d5999b9a-e05d-4f68-9547-32c63c1a547b;QV00738;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-17T19:49:55+00:00;NPS;pe17mi4vzjiw2apu5viyfpe17migvntz
cc269b91-d608-4ec1-8d42-4c3665670efe;38d9bc90-879a-4c99-a926-179dd8ade146;QV00530;0;detrator;2026-06-27T20:47:17.367061+00:00;2026-06-18T13:19:24+00:00;NPS;3g617yfxinoalc18lf3g617yfpwylyti
7ce78450-4b5e-44a5-a16f-9eb474932bb3;5839bceb-7d97-4386-9cd8-a285bce5a0c3;QV02934;9;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-18T11:29:43+00:00;NPS;ahhvxne6caj1wm97ahhvxj409rrre3jw
ad9b659b-2f89-4cd1-ace9-d9b2367b3187;9da6eb1c-b081-42ce-8ffb-5eac2fc090b8;QV02894;1;detrator;2026-06-27T20:47:17.367061+00:00;2026-06-18T09:48:50+00:00;NPS;lunzc4xgqdguc2l8d32rlunzcmaulgqr
60602354-1638-4bf7-b36a-8cebdd1b6db8;1150a15a-9f5e-48bd-8610-b500cc50cf5a;QV01612;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-18T01:03:44+00:00;NPS;gpngjqcicxkoa8gbib1ogpngdk76tsuq
d5abe867-1c00-4e29-a657-3035d11547d8;0a578d16-7f13-49dd-8b06-a2ffd8f53bcf;QV00760;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-18T00:48:40+00:00;NPS;3ai0c0vpmvb98qb4krqy3ai0c0dhrud0
a3a50b6a-10a2-404e-b5df-bfcc8bd28cf3;016e4182-664b-4fda-989e-2d2759d872ff;QV01442;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-18T00:29:16+00:00;NPS;1n8blzorqmhi04icgjb1n8blzo34u7u1
509d823e-00c0-4f17-9633-ef75e7fee0e4;bd06e8af-e354-4967-b9c0-3bc76ac8d861;QV01715;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-17T23:42:44+00:00;NPS;ypjuwwuor39kjrz31qpypjuwwuibz14t
87db9fdd-dd7b-46b9-959c-7d99a489dd1e;a9083bae-bfed-48f2-b373-0e3a0910c42f;QV00545;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-17T23:47:14+00:00;NPS;y6myexx7u46dsz7z2srxn1y6myexbjgd
f1be39bd-cc4a-4784-8f7f-ecd7d308cea2;52db4174-4328-4c6e-9239-f9929d99604f;QV02870;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-17T20:45:36+00:00;NPS;k4hwp3z6hj1drk1wlk4hwn7raohk5sph
c48c2c68-5254-4ecc-aa8b-e189a6414bed;4cfa5659-fc10-4ae1-8f84-e615c20957f8;QV02811;10;promotor;2026-06-27T20:47:17.367061+00:00;2026-06-17T20:00:03+00:00;NPS;0uex4ww1g6y0j27abkl0uex4wwop8rol
b77607d4-4955-4466-a890-1d9150ebe53e;15431875-3591-4933-85de-ea80e41ef006;QV00507;5;detrator;2026-06-27T20:47:17.367061+00:00;2026-06-17T19:35:46+00:00;NPS;k4lneinb4l4uwm5rk4lnq4nr74so2xh8
